Number of Files,Course ID,Course Full Name
77,41531,CHMEGH28: Clinical Knowledge & Decision-making 2016-17
77,986,PHAR2001: Drugs and the Mind
77,11363,CLAS2205: The Dialogues of Plato
77,37219,CHMEGH28: Clinical Knowledge & Decision-making 2015-16
77,40309,SEEH1001: Hungarian Language Level 1
77,14364,ELCS6042: Political cinema
77,7610,STAT3001/STATM012/STATG012: Statistical Inference
77,11637,HISTGA03: Latin Epigraphy
77,10927,CHMEGH28: Clinical Knowledge & Decision-making 2014-15
77,9228,Stable Isotopes and Environmental Change
77,312,LAWSG024: Law and Economics of Regulated Industries: between Competition and Regulation
76,35261,CPASG738C: Research and Professional Practice Dubai
76,2039,GEOLM022: Hydrogeology and Groundwater Resources
76,11489,"PALSG304 Experimental Phonetics, PALS3009 Laboratory Methods in Phonetics and Speech Science"
76,8240,"SURGGE03: Sports Injury 3- Head, Neck and Spine "
76,24753,MSc Urban Regeneration General Materials 2015/2016
76,5033,PALSG103: Neuroscience of Language
76,38111,CPASG738C: Research and Professional Practice Dubai
76,3225,"SEHI2009: Media, Culture and Society in the Soviet Union from Stalin to 1991"
76,1968,PLIN3201 / PLING222: Current Issues in Syntax
76,14898,MSc in Infection and Immunity
76,3709,SEEP4011: Polish Literature 3
76,3097,COMP101P: Principles of Programming - C
76,10573,LAWSG136: Modern Advocacy and Classical Rhetoric
76,7462,PUBLG030: Republicanism and Liberalism
76,10627,GEOGG065: Environmental GIS
76,2450,Singapore APs Tutor & Supervisor Programme  2008-10
76,16386,PHASM426/PHASG426: Advanced Quantum Theory
76,12262,MSc in Ophthalmology
76,5001,GENEG002/GENEM002: Genetics of Cardiovascular Disease
76,11481,INSTG001: Access and Use of Archives and Records 
75,38545,HPSC1004 Science Policy
75,5003,GENEG003/GENEM003: Genetics of Neurological Disease
75,6961,ECON7004: Economics of Industrial Relations
75,8704,PSYCGI14: Design Experience 1
75,40497,FREN4302: Jean-Luc Godard: Histoire(s) du cinéma
75,14913,INIMG012: HIV frontiers from research to clinic
75,6605,GEOG3058: Overseas European Fieldclass
75,6987,ECON3013: Industrial Economics II: Dynamic Industrial Organization
75,1965,PLIN3101 / PLING154: Phonetic Theory
75,13793,BENVGBU8 Critical Urbanism Studio I
75,2507,PHAS2224: Atomic and Molecular Physics 
75,3017,WISE for Laws
75,6943,ECON1006: History of Economic Thought
75,10679,MBBS Year 1 Student Selected Components (SSCs)
75,10055,"MBBS Years 1, 2, 4, 5 and 6 Clinical Skills: Manual Handling"
75,9929,ECONG047:Empirical Industrial Organisation
75,4187,SEESGS50: Corporate Finance and Investment in Emerging Markets
75,20691,Clinical Skills: Manual Handling
75,6427,"HIST6406: Britain and the Wider World, 1878-1982"
74,3641,GEOLGH02: Meteorological Hazards
74,6965,ECON7007: Environmental Economics
74,39485,CHMEGH22: Research Methods in Healthcare 2016-17
74,7055,SPAN2111: The Short Story in Spanish America
74,39511,BENVGUE2: Managing the City Economy 16/17
74,8082,BENVGUE2: Managing the City Economy
74,4377,GEOGG036: Migration and Urban Multicultures
74,10899,CHMEGH22: Research Methods in Healthcare 2015-16
74,7021,ECONG013: Topics in Labour Economics
74,35319,BENVGUE2: Managing the City Economy 15/16
74,7638,DUTC4502: Advanced Translation
74,180,SPAN7302: Theatre in Golden Age Spain
74,7362,CAREERS Site for Construction & Project Management 
73,651,BENVGTC1: Planning Practice
73,14667,SURGGS05: Evaluating the Quality of Evidence
73,3607,SEEC4001: Czech Language Level 3a - Comprehension
73,538,STAT3005/STATG018: Factorial Experimentation
73,9355,Immunisation and Communicable Diseases - CHLDGP12
73,24288,BENVGTC1: Planning Practice
73,35205,SURGGS14: Introduction to Evidence-based Healthcare
73,2743,ENVS2039: Management for Built Environment Professionals II
73,41759,The Digital Department - CMALT 2017
73,13993,HIST6101: The Middle East to 1200 BC: The Earliest States
73,7586,ELECGT15: Internet Multimedia Systems (IMS)
73,2615,GEOL1015: Geology of Planetary Bodies
73,11787,"BENVGBU7: Post Disaster Recovery: Policies, Practices and Alternatives"
73,5799,LATN7012: Latin Prose Composition
73,27355,STAT3005/STATG018: Factorial Experimentation
73,2497,PHAS2117: Physics of the Solar System
72,7576,ELECGC08: Optical Transmission and Networks (OTN)
72,7560,ELECGT02: Communications Systems Modelling (CSM)
72,11493,GEOGG201: Interdisciplinary Approaches to Global Migration
72,5793,CLAS1204: Approaches to the Ancient World
72,40463,DT17102016
72,7111,HART2217 [HH]: History & Theory of Conservation
72,833,GEOGG004: Thinking Space
72,545,LAWS3009: Commercial Law
72,13449,LAWSG143: Media Law: Libel and Privacy
72,7121,DUTC4001: Dutch Language 3
72,1,UCL Moodle
72,6999,ECON3022: Ethics in Applied Economics
72,18855,Matthew Darlison's test course
71,6471,ANATGS10: Practice of Science
71,3741,TMSSTISING11: Infection and Population Health MSc Programme Welcome
71,8782, PSYCGI10: Future Interfaces
71,815,Research Cluster - History of Science
71,24261,BENVGEPA: Planning Practices in Europe
71,1200,Space Plasma and Magnetospheric Physics
71,7039,ECONG106: Microeconomics (MICT)
71,28557,CENGM01P: Process Systems Modelling and Design
71,3673,SEESGE76: Serbian/Croatian MA New Language
71,7956,ARCLG196: The Late Bronze Age Aegean
71,628,BENVGEPA: Planning Practices in Europe 2013
71,41103,K Shackleford-Cesare's Test Course 2
71,25773,STDSG017: Epidemiology and Infectious Diseases
71,6307,Problem Based Learning 2014-2017
71,8084,BENVGBU6: Disaster Risk Reduction in Cities
71,17010,STDSG099: Project (Dissertation)
70,10909,Health Informatics Programme Documents & Resources
70,6651,"CELL3105/G105/M105: Clocks, Sleep and Biological Time"
70,2505,PHAS2222: Quantum Physics
70,15963,MBBS Year 1 SSC: Basic Molecular Techniques in Clinical Diagnosis & Research
70,4341,ARCL2037: Interpreting Archaeological Evidence
70,34813,Data Science for Research in Health & Biomedicine Programme Documents & Resources
70,936,GEOGG074: Lakes
70,12337,INSTG050: The Publishing Process - Course information
70,9186,EPIDGD13: Principles and Practice of Oral Health Promotion
69,3933,"Information Retrieval and Data Mining, COMPGI15/COMPM052"
69,2027,GEOL3039: Ocean Physics and Climate Change 
69,27111,LAWSG178: Law of Treaties
69,8424,Physiotherapy Research and Dissemination (CHLDGC13)
69,27113,"LAWSG179: Decision-Making for Lawyers: Decisions, Games, and Psychology of Strategic Choice"
69,9148,MATH7402: Mathematical Methods 4
69,4543,"EPIDGS21: Ethnicity, Migration and Health "
69,686,(09/10)ENVS3018: Urban Project Management
69,5921,ARCLG148: Collections Management and Care
69,3191,SERS1012: Representations of Russia
69,677,ENVS2010: Planning Project: Plan-Making
69,24294,"BENVGTC4: Urban Design: Guidance, Incentive & Control"
68,19869,GEOG3071: Political Geography and Geopolitics  II
68,13869,GEOGGQ07: Palaeoclimate
68,3295,LAWS3004: History of English Law
68,11683,SEES1001: Slovak Language Level 1
68,7616,STAT2003/STAT3102: Introduction to Applied Probability/Stochastic Processes
68,12501,"HEBR7817/HEBRG143: The Medieval Quest for Understanding: High Culture in Judaism, Christianity, and Islam"
68,4535,MECH2003a: Impeller Design Project (Engineering Design II)
68,3419,STAT1004:  Introduction to Probability and Statistics
68,6939,ECON1004: Introduction to Mathematics for Economics
68,1191,Module 2 - Professional issues for paediatric neuropsychologists (CHLDGN04)
68,10913,Speech and Language Sciences Professional Development Group
68,14257,"ITAL4924: Michelangelo: painter, sculptor and poet"
68,36649,ECON1010: Term 1 - Introduction to Mathematics for Economics
68,8962,URBNG004: Asian Cities
68,3143,SEESGR17: Contemporary Cultural Studies: Between post-communism and post-modernism
68,7908,ARCLG065: Managing Museums
68,1141,ARCLG192: Collections Curatorship
68,3541,"BIOC3012/G012: Nutrition, Metabolism and Endocrinology in Health and Disease"
67,6127,GEOGG142: Global Monitoring of Environment and Security
67,7388,GREK2002: Intermediate Greek B
67,2386,ELEC2003 Circuit Analysis and Synthesis II
67,9921,ECONGP22: Macroeconomics for Policy
67,12178,"Affective Computing and Human-Robot Interaction, COMPGI17/COMPM082"
67,17517,"LAWSG155: Advanced Issues in Family Law: Globalisation, Multiculturalism and Religion"
67,9006,PHILG017: Thesis Preparation  
67,860,ELEC2005 Optoelectronics I
67,5401,MPHY3B22/MB22/GB22: Applications of Biomedical Engineering
67,8394,MATH1202: Algebra 2
67,22331,LAWSG173: Legal Framework for Enterprise Credit
67,2509,PHAS2228: Statistical Physics of Matter
67,1907,Investigating Research
67,17544,"LAWSG162A: Taxation, Trusts and Planning"
67,22335,LAWSG172: Negotiation for Lawyers
67,34881,LAWSG126: The EU as an International Actor
67,11591,"HIST2202:Rome AD 300-1000. Portraits of a City, Reflections of a Changing World"
67,7001,ECON3023: Economics of Financial Markets
66,34583,Security and Crime Science: Dissertation  15/16
66,18999,SECUGC99: Security and Crime Science: Dissertation 2016/17
66,367,COMP202P/COMPGC04: Logic and Database Theory/ Systems Infrastructure
66,11463,MSING018: Accounting
66,14892,ELCS4004/ELCSG004: Metamorphosis: The Limits of the Human
66,14562,Security and Crime Science: Dissertation
66,34913,BENG2007: Evaluation and Planning of Business Opportunities in Bioprocessing and Life Sciences
66,6211,GERM2103:Aspects of German History since 1918 
66,7678,FREN2104: The Classical Age: 17th Century Literature
66,12581,URBNG006: Urban Practices 
66,11425,PUBLG083: Empirical Studies of Human Rights
66,9939,ECONG052: Ethics in Welfare Economics
65,40217,BENVGES6 Sustainable Infrastructure and Services in Development
65,40715,"ES7 Urban Water and Sanitation, Planning and Politics"
65,4479,TP: Statistics
65,40717,ES9 Urban and Peri-Urban Agriculture: Knowledge Systems in the Global South
65,13439,GERM2108: The Challenge of Modernity: Literature and Culture 1870-Present
65,5029,"PALSG303, PALS3008: Conversation Analysis"
65,38855,HPSC3020 Philosophy of Natural Sciences
65,41079,CLASGR19/18: Ancient Greece on Stage 
65,5485,FREN4004: Advanced Translation
65,584,AUDL2002: Anatomy and Physiology of the Audio-Vestibular System
65,7634,GEOL3003_GEOLGG25: Geodynamics & Global Tectonics
65,3067,Investigation and Detection
65,804,GEOGG055: The Rural Matrix
65,3591,CLASGR11: MA Ancient Rome on Film
65,40293,InEDITA
65,11045,BENVGCM5:Economics of Appraisal of Construction Projects
65,7942,ARCLG183: Evolution of the Human Brain and Behaviour 
65,11983,"HART2235 [RT]: Art and the Everyday:Visual Culture and Social Life, 1750-1850"
65,13665,Paediatric Musculoskeletal Physiotherapy (CHLDGC24)
65,11477,PHIL3045/PHIL3045/PHILGA16/PHILG047: Mind- Self-Knowledge and Self-Consciousness
65,40713,ES5 Adapting Cities to Climate Change in the Global South
65,6878,MPHY3B21/MB21/GB21: Aspects of Bioengineering
65,823,COMP2009HCI: Software Engineering and Human Computer Interaction
65,1990,Teaching Administrator Forum
64,5027,"PALSG201, PALS3007 Deafness: Cognition and Language"
64,6629,ANAT2099: Ethics of Biomedical Research 
64,5807,GREK1001: Greek for Beginners A
64,3249,DUTC2402: Sociolinguistics of the Dutch Language Area
64,11031,LCEN6801/LCEN6802: Academic Writing in English for Non-Native/Native Speakers
64,774,(16/17)ANTH3036: Anthropology for Medical Students
64,8292,"MPhil Research, Publication and Publication Skills Workshops"
64,14293,Chemistry Course Evaluations
64,35047,ELEC203P: Digital Design
64,5021,PALSG101: Introduction to the Brain and Imaging the Brain
64,6229,GERM4125:Austrian Literature 1890-1938: From Empire to Republic 
64,4999,GENEG001: Genetics Core Skills
64,2412,ELEC2009 Mathematics for Electronic Engineers II
64,3245,DUTC1001: Dutch Language 1
64,15123,ARCLG233: Applied Heritage Management
64,2414,ELEC2010 Digital Design
63,6884,MPHYGB06: Information Processing in Medical Imaging
63,4395,LATN7011: Latin Translation
63,11345,UPCH Geography and the Built Environment
63,7584,ELECGT10: Telecommunications Business Environment (TBE)
63,8042,BENVGUE3: Practice in Urban Economic Development
63,9270,2016 SERAG099: MSc Research Project - Feb
63,5975,"PHIL3031, PHILGA04, PHILG037 - Global Justice & Health"
63,39513,BENVGUE3: Practice in Urban Economic Development 16/17
63,7211,Teaching administration: Department of Security and Crime Science
63,661,BENVGPL5: Spatial Planning
63,3269,BENVGAH5: Critical Methodologies of Architectural History
63,35321,BENVGUE3: Practice in Urban Economic Development 15/16
63,41121,2017 SERAG099: MSc Year 2 Research Project
63,3653,ARCLG195: The Aegean from First Farmers to Minoan States
62,6985,ECON3012: Economics of Competition Policy
62,8096,"Financial Institutions & Markets, COMPGS06/COMPM026"
62,5541,Pre-enrolment Transition
62,4427,TP: Learning Disabilities
62,14373,ELCS4005: Organized crime: Gangsters in Life and Art
62,7157,ESPS7209: Nietzsche
62,9905,ECON1008: Introduction to Mathematics for Economics II
62,3223,PHAS1130: PRACTICAL SKILLS 1A
62,14715,DUTCG003: Language and Literature of the Dutch Golden Age 
62,11815,ITALG011: Contemporary Italian Histories
62,7562,ELECGT19: Mobile & Communications Systems (MCS)
62,3527,COMP2009SE: Software Engineering
62,7532,SEESGE61: MA Intermediate Czech
62,38553,HPSC2001 Policy Issues in the Life Sciences
62,5363,LATN2008: Latin Texts 1
62,11547,"Mathematical Methods Algorithms and Implementations, COMPGV01/COMPM072"
62,7754,GEOLM010: Tectonic Geomorphology
62,36651,ECON1010: Mathematics for Economics
62,40485,CHMEGH30: Healthcare Quality & Evidence Based Practice 2016/17
62,15030,MSc in Oral Medicine 2011-2012
62,6735,ARCL3001:Archaeometallurgy
62,5367,ELECGT01: Introduction to Telecommunications Networks (ITN)
62,10925,CHMEGH30: Healthcare Quality & Evidence Based Practice 2015-16
62,7169,"SERS4010: Russian Literature in Revolution: Experiments in Form, 1917-1953"
61,38851,HPSC3004/3026 Dissertation/Research Project
61,14031,"HIST3204/9204: Animals, Demons and the Boundaries of the Human in the Late Middle Ages"
61,10047,CHLD3901: Independent Research Project
61,19404,LAWSG166: EU Trade and External Relations Law
61,24255,BENVGEPC: Comparative Urban Projects
61,14916,INIMG021: Biofilms in Health and Disease
61,3585,BENVGEPC: Comparative Urban Projects
61,34525,BENVGBUA: Housing as urbanism: housing policy and the search for scale
61,10557,HIST7101: Women in Antiquity
61,34527,Housing policies: Practical Dimensions and Alternative Options
61,5489,FREN2106: The Nineteenth Century
61,10919,PLIN3003 / PLING210: Semantic-Pragmatic Development
61,8196,PHILG012/PHILGA30: Graduate Studies in Metaphysics
61,2444,GEOGG072: Aquatic Monitoring
61,38711,"HPSCGA20 Science, Technology and Medicine Across Medieval Worlds"
61,1139,Planetary Atmospheres
61,10365,ITAL2107: Italy since 1915
61,8086,"BENVGBU4: Housing Policy, Programme and Project Alternatives"
61,10041,CHLD3002: The Child and Community
61,14133,MATHM306/MATHG306: Cosmology
61,13427,z-INACTIVE MBBS Vertical Modules/ PDS Year 2 (2011-12)
60,8074,BENVGPU1 2015/16
60,2611,GEOL2027: Structural Geology & Tectonics
60,668,ENVS1014: Introducing Planning Systems
60,2442,ECON7001: Economics of Labour
60,659,BENVGPL3: Planning Research
60,7145,ESPS7105: Political Violence & Intrastate Conflicts
60,8366,ZZ_HART1304 [ML]: Thematic Seminar: Metamorphosis in Italian Art
60,2617,GEOL1002: From Petrology to Petrogenesis
60,2374,ELEC1005 Electromagnetics
60,672,ENVS1018: Introducing Urban Design: Design Skills
59,9351,"Nutrition, Growth and Physical Activity: CHLDGP17"
59,3009,LAWS2010: European Legal Studies (German) II
59,1005,BIOL2012: Fundamentals of Ecology
59,7724,Principles of Treatment Module
